authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/84af9c8f6899bc81fd2ec18ba95f389a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ce19b8b1&x-expires=1766991600&x-signature=lytTV46BCSakT9rrMJy1E%2FR5Gvc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kemoi.2410,Nhanh quá vậy là 14 lần hoá trị rồi đó cả nhà. #ungthu #hoatri #ungthuvu #ungthuactinh #uactinh #benhnhanungthu #benhnhank #ungthuvuive #xaykenh #mebimxaykenh #xuhuong #viral ,12600,714,503800,1008,34,nhạc nền - Cái Thứ Âm Nhạc Hay Ho,Kênh của Vợ Chingg,True,2025-07-16T01:03:11.000Z,https://www.tiktok.com/@kemoi.2410/video/7527479017197292807
https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/26cb0371c90e1f695953f239b2940cbe~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1fe31c75&x-expires=1766991600&x-signature=fM%2FMOCYdg3H7KH50PqWXzIR1Kn0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bs.link93,5 dấu hiệu để phát hiện sớm ung thư #phongungthu #dauhieuungthu #learnontiktok #bslink93 #suckhoe #kiếnthứcthúvị ,19800,1665,716100,416,64,Will to Live,Jacob Yoffee,False,2023-06-07T12:11:17.000Z,https://www.tiktok.com/@bs.link93/video/7241915614493691141
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e8aa03cdedd89a01c3e461b433a235c9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a00d123a&x-expires=1766991600&x-signature=apYADCsGUzsVag41AT5x3X55Vc0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,namnoithat32tuoi,"Trả lời @olalahaha91CHIA SẺ cá nhân về BỆNH UNG THƯ #36
#namnoithat32tuoi #namnoithat #ungthu #chiase #benhvienk ",441,38,13500,43,142,nhạc nền - Nam Nói Thật,Nam Nói Thật,True,2025-07-30T13:37:12.000Z,https://www.tiktok.com/@namnoithat32tuoi/video/7532868527468940562
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c8b15e2b4f3a884c59b52cdbefac7cd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d416d69e&x-expires=1766991600&x-signature=Q9k2lKXnq%2BZs10noJCERN4SewDc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,chuyengiakimdung,"Ung Thư ngày càng trẻ hóa, lý do tại sao???
#suckhoe #ungthu #ungthucotucung #kienthuc #chuyengiakimdung #sứckhoẻ ",1588,704,126500,34,70,Dreamland,承利,False,2023-05-30T11:41:25.000Z,https://www.tiktok.com/@chuyengiakimdung/video/7238939240002866437
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7335847968483835905~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=97d6e010&x-expires=1766991600&x-signature=NX7nnnrWWIKp7kFUrWggl0W26I0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bacsyngoc.official,4 dấu hiệu gợi ý tình trạng ung thư của bạn #drngoc,20400,637,1100000,257,79,nhạc nền - Dr Ngọc,Dr Ngọc Clinic,True,2022-07-26T12:37:40.000Z,https://www.tiktok.com/@bacsyngoc.official/video/7124659490577763610
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/84af9c8f6899bc81fd2ec18ba95f389a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ce19b8b1&x-expires=1766991600&x-signature=lytTV46BCSakT9rrMJy1E%2FR5Gvc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kemoi.2410,Ung thư vui vẻ! 🍃🫧 #ungthu #ungthuvu #ungthuvuive #ungthuvuactinh #benhnhanungthu #mebimungthu #mebimdutrend #kemkoreaoi #xuhuong #trendingtiktok ,15000,213,602300,1264,15,nhạc nền - .m.,𝑆𝑖𝑛𝑔𝑢𝑚 🍬,True,2025-07-08T10:36:26.000Z,https://www.tiktok.com/@kemoi.2410/video/7524658072782933255
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/acf5c4fb0142c92df071963e2e305790~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=33536edf&x-expires=1766991600&x-signature=G4obnK5uFPF3fpjgtNDlrltj8XA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,khoi_nguyen2103,Đúng là trong cái rủi có cái may😮‍💨 #ShowyourZ #Beatz #khoinguyen #ungthu #vtmgr #LearnOnTikTok #xuhuong #viral #fyp ,859,29,53900,29,93,nhạc nền - Khôi Nguyên - Never Give Up,Khôi Nguyên - Never Give Up,True,2024-10-28T12:02:24.000Z,https://www.tiktok.com/@khoi_nguyen2103/video/7430795680462966034
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/03bfbb6b72f0daf49392164df6e193b0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e10a0e8b&x-expires=1766991600&x-signature=pLDO5%2F4zsdjEp7TWepjtuI6C3ms%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,tanbinhhouse,#tinhyeu #ungthu #suckhoe #giadinh #bacsi ,466,98,21200,71,114,nhạc nền - Trần Hùng (Bác sĩ may mắn),Trần Hùng nhà Tân Bình,True,2025-09-05T04:52:05.000Z,https://www.tiktok.com/@tanbinhhouse/video/7546463363635645703
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9f211dc384492dafd910fdc9b287689c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ef99e4f4&x-expires=1766991600&x-signature=JvIGYrj3OHL3nU0Ov23Cmq7aZDM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,_katt.bell_,Ung Thu sao 🥺😭😭😭😔😭😭😭😭😭😭😭😭😭😭😭😭😭#xuhuowng ##tieuvu#ungthu,3892,167,155600,368,21,nhạc nền - Thiên Thư🍑,kh bic mắc cỡ 🤡,True,2025-09-25T03:50:35.000Z,https://www.tiktok.com/@_katt.bell_/video/7553869212540734728
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f28c716709365490845dae26c875641c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d228eea7&x-expires=1766991600&x-signature=ZGj9rlwPysB86u%2FI81MCd3vPMpY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,anhtu512065,,64,3,2866,3,12,nhạc nền - Bé dứa 🍍 của mẹ,Bé dứa 🍍 của mẹ,True,2025-12-26T03:26:30.000Z,https://www.tiktok.com/@anhtu512065/video/7588002818204716309
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/65698a6d629530d813d0e8667aa1dc86~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=54e50c96&x-expires=1766991600&x-signature=bTFSzENuMQn7b%2FagosbCr%2BP2KXo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,hanghangg_99,"Ở tuổi 25, mình không nghĩ đến 2 chữ “Ung Thư”. Mọi thứ như sụp đổ trong khoảnh khắc, hoang mang và sợ hãi, nước mắt rơi không thành tiếng. Nhưng mình không được phép gục ngã, phải thật mạnh mẽ để chiến đấu…
#25tuoi #suckhoe #ungthuvu
#hanhtrinhchuabenh
#breastcancer",30700,868,1200000,5611,15,nhạc nền - Hai phương ba thảo,Hai phương ba thảo,True,2025-07-19T14:22:16.000Z,https://www.tiktok.com/@hanghangg_99/video/7528798210240908551
https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7063474436480958490~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=68675df2&x-expires=1766991600&x-signature=8NhwWlo74YlQSZZ7YYAxv5N2aUs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,bacsi.trancanh,Những điều cần biết về UN.G TH.Ư #tamsoatungthu #songkhoe247 #bacsitrancanh #ungthu #ungthusom,494,5,24300,3,42,nhạc nền - Bác sĩ Trần Cảnh,Bác sĩ Trần Cảnh,True,2023-03-31T12:00:01.000Z,https://www.tiktok.com/@bacsi.trancanh/video/7216671024207645954
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8d0fa243b7d2c96da3725448d3d0b945~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fa3ff849&x-expires=1766991600&x-signature=enxm54xDkzGHdXeGuMi9weid9Rk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,tao.yte,"Ung thư là gì?
Phần 2: @Táo Y Tế 
#ungthu #bacsi #duocsi #taoyte #learnontiktok",5975,481,209000,69,94,nhạc nền - Táo Y Tế,Táo Y Tế,True,2023-06-27T03:08:00.000Z,https://www.tiktok.com/@tao.yte/video/7249197310909959430
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c6887c275f213af7a97f19239dc4412c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9a340877&x-expires=1766991600&x-signature=B2Z1YT8yVVku5nIYxaiVPWzPBJQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,linhkhnh62,"Em vẫn ở đây, vẫn xinh đẹp như xưa ❤️ #capcut #cancer #coloncancer #ungthu #ungthudaitrang ",14,0,239,2,18,nhạc nền - em met roi ... 💤,hz_vi'e.,True,2025-12-27T01:14:56.000Z,https://www.tiktok.com/@linhkhnh62/video/7588339930019974414
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5b280ffed4157342c6bf8ab64c5006ca~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f4826e2a&x-expires=1766991600&x-signature=TpzQed7gdlvNP4RaYJoZlpazPBk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,_gumimouth,4 vị trí nổi hạch cảnh báo ung thư #noihach #hach #ungthu #ungthuvu #Kvu #ungthuvomhong #suckhoe247 #tiktokadwars2023 #viie2023,336,43,204400,101,7,Windy Hill,羽肿,False,2023-11-21T12:30:00.000Z,https://www.tiktok.com/@_gumimouth/video/7303824889729895682
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/aaa5936d50f77fd4de0a02019776c779~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b2ccda3a&x-expires=1766991600&x-signature=eYvVub9AUZv5hJnLjqkpjvBTAtk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,drthanhloi_official,Người sắp bị UT thường có biểu hiện lạ như..#bacsiloi #ungthu #suckhoe #cuocsong #sốngvuimỗingày #sốngkhoẻ247 ,18300,2722,1900000,261,111,nhạc nền - Bác sĩ Lợi,Thạc sĩ.Bs Nguyễn Thành Lợi,True,2024-05-20T13:55:34.000Z,https://www.tiktok.com/@drthanhloi_official/video/7371080118355152136
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/acf5c4fb0142c92df071963e2e305790~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=33536edf&x-expires=1766991600&x-signature=G4obnK5uFPF3fpjgtNDlrltj8XA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,khoi_nguyen2103,Với cả mọi người nên đi khám sức khoẻ định kỳ tối thiểu 1 lần/năm nhé😙 #khoinguyen #vtmgr #LearnOnTikTok #xuhuong #viral #fyp ,71800,4243,1900000,2747,96,nhạc nền - Khôi Nguyên - Never Give Up,Khôi Nguyên - Never Give Up,True,2024-07-21T12:28:34.000Z,https://www.tiktok.com/@khoi_nguyen2103/video/7394064981257489671
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6369dddbe1775281705567ec790836cc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=e8673f39&x-expires=1766991600&x-signature=zdUoFPsNsDFJlOthwJyvQxmz2Ho%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,bshai.vn,"5 Món ăn vào khiến ung thư mừng rỡ!  
#bshai #bacsihai #ungthu #suckhoe #thucpham #dinhduong #reels",34800,21900,1100000,1167,218,nhạc nền - Bác Sĩ Trương Quang Hải,Bác Sĩ Trương Quang Hải,True,2025-07-31T14:20:00.000Z,https://www.tiktok.com/@bshai.vn/video/7533168800489868551
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4ccd5232781b43dd28ed2d225c5742d3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=f545265c&x-expires=1766991600&x-signature=Jc6xFnGKUUGoTw7XyiloGodlZZA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,suckhoenhiemmau,"Bệnh Nhân Ung Thư Nên Và Không Nên Ăn Gì? 
Đừng bỏ lỡ video nếu như bạn không muốn nạp sai thực phẩm nuôi khối u! #ungthu #learnontiktok #hoatri #miendich",4317,1682,182600,153,256,nhạc nền - Sức Khoẻ Nhiệm Màu,Sức Khoẻ Nhiệm Màu,True,2025-12-15T04:33:28.000Z,https://www.tiktok.com/@suckhoenhiemmau/video/7583937592169598225
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8a5f789855504a4634f976bee8f7de83~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ce8c46fb&x-expires=1766991600&x-signature=MB%2FVoodCB0SUH6NaILu7hplIF1o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,pgsnguyenanhtuan.bv108,"Giảm ăn để tế bào ung thư thiếu chất và không phát triển được nữa là một trong những quan niệm hoàn toàn trong việc điều trị ung thư.
#ungthu #SongKhoe247 #suckhoe #dieutriungthu ",6839,1562,617800,316,59,nhạc nền - PGS.TS Nguyễn Anh Tuấn BV 108,PGS.TS Nguyễn Anh Tuấn,True,2023-08-31T12:33:47.000Z,https://www.tiktok.com/@pgsnguyenanhtuan.bv108/video/7273463654106795271
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e12b59f4c8d7c840a07c756deacc2822~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=b0a11c06&x-expires=1766991600&x-signature=QG8%2FWaBHlM5UYhO9A9pA8r2CPSY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,qunh.bnh.m7,"Mũi thứ 6, mũi cuối của hoá chất rồi cố lên mũi này quá đáng sợ 
Đủ thứ cơn đau, dạ dày, xương khớp..
#ungthuvu 
#ticktock 
#colencogai ",43800,779,1800000,6608,16,不如见一面 - 钢琴版,海来阿木,False,2025-09-14T07:18:47.000Z,https://www.tiktok.com/@qunh.bnh.m7/video/7549840934926667026
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6a24903eed033db08723d06e2bd6e48a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=dfcfb301&x-expires=1766991600&x-signature=hjlnpYwIHgXrTpmNS9vSUZ7f9g8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,bacsitaigia99,Bệnh nhân ung thư tập bài tập đơn giản này trong 3 tháng sẽ có kết quả điện thoại #ungthu #learnontiktok #fyp ,1171,1021,49800,61,181,nhạc nền - Bác Sĩ Tại Gia,Bác Sĩ Tại Gia,True,2025-12-11T09:09:39.000Z,https://www.tiktok.com/@bacsitaigia99/video/7582524985844043026
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f70192ab8913fb4a2bdcd2e39897f952~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=9dfc72b4&x-expires=1766991600&x-signature=BmMzRBZWRLHwr3ElEhQ7aEwzO5g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,huong.lu85,Không sợ ch*t sẽ vượt qua hết#xuhuongtiktok #huonglu #ungthuvu #nangluongtichcuc💪🍀 #cogangmoingay💪 ,49900,5044,1900000,2576,27,忆（纯音乐）,Eliezer,False,2025-09-10T00:14:47.000Z,https://www.tiktok.com/@huong.lu85/video/7548247295473634580
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/560849250bc5b448c739b1fbe8754914~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ad243402&x-expires=1766991600&x-signature=hkjNhfHMB8%2FxTvzZvNNVsbYLWTw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,yingren1803,✨Quá trình điều trị ung thư tại ĐÀI LOAN🇹🇼🧸💝 Chi phí điều trị🤔#Irene_ah #越南人在台灣🇻🇳🇹🇼 #duhocsinhdailoan #ungthu ,1132,155,26500,275,412,原聲 - Irene_ah🇹🇼🇻🇳,Irene_ah🇹🇼🇻🇳,True,2025-03-25T01:02:33.000Z,https://www.tiktok.com/@yingren1803/video/7485546161688874241
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/558763a2acb24155cb91beda56d749dd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=27b831f6&x-expires=1766991600&x-signature=t2sAJISEv%2B9jc3eF6g1Mudy6eLk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,bsnguyenle,#bsnguyenle #drnguyenle #dieutri #ungthu #miendich ,685,66,13300,78,87,nhạc nền - Bs Nguyễn Lê,Bs Nguyễn Lê,True,2025-12-14T11:59:46.000Z,https://www.tiktok.com/@bsnguyenle/video/7583682088113622290
